0	0.0851063	0	0.0447475	0.884088	0
1	8.12661	0	8.70392	7.5728	0
2	8.15051	0	7.561	8.69132	1
3	1.73085	0	1.0132	2.08438	0
4	3.9784	0	3.46416	4.59123	0
5	3.30646	0	3.57844	2.55411	0
6	8.59547	0	8.89805	7.8549	0
7	7.88379	0	7.30713	7.32929	0
8	3.15777	0	3.66193	2.53662	0
9	4.00808	0	4.33822	4.73678	0
10	4.08033	0	4.87801	4.14128	0
11	9.62929	0	9.36979	8.87255	0
12	6.21286	0	5.49671	5.85629	1
13	3.51606	0	3.88161	4.22767	0
14	0.976078	0	1.3168	1.69989	1
15	7.70531	0	8.40584	7.31898	1
16	6.86333	0	7.46243	7.3935	1
17	5.04727	0	5.81129	5.28449	0
18	4.23733	0	4.93374	4.63104	0
19	0.446697	0	0.1417	1.18628	0
20	1.71938	0	0.959352	1.9691	1
21	5.35411	0	5.97523	4.84992	0
22	6.74563	0	7.39926	6.28437	1
23	2.27668	0	3.02843	2.55031	1
24	8.75041	0	8.19185	9.32313	0
25	4.26502	0	3.55264	4.62905	1
26	5.94449	0	6.32841	6.64634	1
27	2.90322	0	3.09986	2.12776	1
28	7.23202	0	6.88278	7.95176	1
29	9.98266	0	10.7805	9.92363	1
30	9.90045	0	10.6819	10.072	1
31	8.0656	0	7.79556	7.31255	1
32	1.81479	0	2.50839	2.21344	1
33	5.99808	0	6.5002	6.62088	1
34	6.71549	0	5.91549	6.71498	1
35	1.40249	0	0.774999	1.89873	1
36	1.39384	0	2.09663	1.77606	1
37	8.28323	0	9.07393	8.16163	1
38	1.64999	0	0.854025	1.56975	1
39	3.06632	0	3.46613	3.75924	0
40	6.55683	0	6.88647	7.28576	0
41	7.56377	0	8.02359	6.90912	1
42	9.84334	0	10.1972	9.12586	1
43	0.161513	0	-0.545354	-0.213104	1
44	7.25128	0	7.25773	6.45131	0
45	2.14821	0	1.9873	2.93186	1
46	6.46716	0	7.02012	5.88903	1
47	6.7951	0	7.35278	7.36868	1
48	2.02578	0	1.23352	2.13676	1
49	4.16032	0	4.43795	4.9106	0
50	3.12407	0	2.48511	3.60545	1
51	4.28097	0	5.06567	4.43666	1
52	4.69026	0	5.15837	4.04151	1
53	4.45921	0	3.87196	5.00248	1
54	6.70391	0	7.38478	6.28389	1
55	5.65339	0	6.06871	4.96964	1
56	7.16334	0	7.16342	6.36334	0
57	8.49848	0	8.38019	7.70727	0
58	2.84591	0	3.58002	2.52797	1
59	2.11002	0	2.57604	1.45977	0
60	0.204876	0	-0.142896	-0.515578	1
61	6.86977	0	6.75235	6.07843	0
62	1.84652	0	1.23018	1.3365	0
63	3.01997	0	3.48741	3.66919	0
64	3.87756	0	3.8758	3.07756	0
65	8.93776	0	8.30986	9.43349	0
66	3.93851	0	3.33995	4.46929	0
67	8.71288	0	7.96169	8.98804	1
68	0.487893	0	0.813598	1.21859	0
69	3.03899	0	3.64626	2.5182	0
70	2.45947	0	1.66135	2.40467	1
71	2.0405	0	1.556	2.6771	1
72	9.16585	0	9.60205	8.49523	0
73	9.43802	0	9.39789	8.63903	0
74	1.53115	0	1.29426	2.29527	0
75	5.6349	0	6.09443	6.28975	1
76	1.04464	0	0.316438	0.713401	1
77	6.16673	0	5.667	5.54201	1
78	9.05463	0	9.42171	9.76544	0
79	2.78561	0	3.46702	2.36647	1
80	4.10809	0	3.43511	4.54065	1
81	1.1898	0	1.49266	1.93026	0
82	1.45426	0	0.654464	1.43604	1
83	8.17979	0	8.97646	8.25265	0
84	4.8507	0	5.63794	4.70838	1
85	5.50621	0	5.64646	4.7186	0
86	1.09172	0	0.291774	1.1008	1
87	9.52706	0	9.99417	10.1765	0
88	4.89877	0	4.29593	4.37286	0
89	5.01535	0	5.81352	4.9613	0
90	4.60275	0	4.53366	3.80573	0
91	7.55983	0	7.0992	8.21391	0
92	6.46828	0	6.30588	7.25162	0
93	6.66432	0	6.99139	7.39441	0
94	9.8979	0	10.1305	9.13245	1
95	9.04914	0	9.83118	9.21769	0
96	3.89054	0	3.09164	3.84865	0
97	3.38554	0	3.9398	3.96243	0
98	9.49165	0	10.2153	9.83275	1
99	8.24955	0	7.72373	8.85247	1
100	5.9131	0	5.44326	6.5606	0
101	7.20779	0	7.99903	7.08974	0
102	4.47192	0	5.26819	4.54913	1
103	6.3356	0	6.79765	5.68253	0
104	5.64158	0	5.36741	6.39313	0
105	2.97853	0	3.41936	2.31095	1
106	7.95022	0	8.68764	7.64005	1
107	7.90781	0	8.14991	7.14532	1
108	0.940851	0	0.18884	1.21376	0
109	9.27162	0	9.58809	8.53688	0
110	5.04578	0	4.3414	5.42505	1
111	3.23618	0	3.34373	4.02891	0
112	7.46513	0	7.12683	6.74018	0
113	9.85953	0	10.3151	10.5172	1
114	2.19348	0	2.97234	2.01078	0
115	0.652198	0	1.38637	0.334412	1
116	8.22569	0	7.93264	7.4813	1
117	2.35778	0	1.94977	1.66965	1
118	9.39193	0	9.94167	9.97312	0
119	5.10144	0	5.40124	4.35974	0
120	7.4311	0	7.19869	6.6656	0
121	9.96176	0	10.2211	9.20496	1
122	6.41309	0	6.72336	7.15047	0
123	7.5818	0	6.98956	7.04398	1
124	3.52726	0	2.92607	4.05505	1
125	0.539284	0	0.137969	-0.152774	0
126	5.49631	0	5.78972	6.24056	0
127	3.82805	0	4.51671	4.23516	1
128	6.79133	0	7.46875	7.21687	1
129	4.11648	0	3.33049	3.96746	1
130	5.94897	0	5.9187	6.74839	0
131	3.01804	0	3.79856	3.19353	0
132	2.19674	0	2.01715	1.41716	0
133	8.63039	0	8.96103	7.90192	0
134	1.93707	0	1.24751	2.34266	0
135	4.95701	0	4.52954	5.63323	0
136	1.87914	0	2.0615	1.1002	1
137	6.56808	0	6.62848	5.77036	0
138	8.4129	0	8.62878	9.18323	0
139	1.28603	0	0.575926	0.917572	1
140	0.331222	0	0.209318	-0.459436	0
141	0.293122	0	-0.498141	0.175209	1
142	4.35797	0	3.55798	4.3621	1
143	5.19425	0	5.69057	4.56682	0
144	9.04779	0	9.34726	8.30596	0
145	4.01248	0	3.22421	3.87596	1
146	7.52718	0	8.1406	7.01364	1
147	6.65064	0	7.2017	6.0707	1
148	7.7725	0	7.54965	7.00417	0
149	3.43738	0	3.50501	4.23451	0
150	3.16131	0	3.77541	2.64859	0
151	9.99721	0	10.2364	10.7606	1
152	6.83385	0	7.61886	6.98801	1
153	9.34568	0	10.0421	8.95197	1
154	0.0771807	0	-0.682064	-0.174904	1
155	3.89241	0	3.18225	3.52409	0
156	8.12531	0	8.65942	7.52972	0
157	5.12342	0	4.32386	5.09684	1
158	1.95072	0	1.16202	1.81672	0
159	5.27144	0	4.50277	5.04978	1
160	8.63408	0	8.25709	9.33968	0
161	8.82887	0	9.43864	9.34673	1
162	5.33921	0	5.98146	5.81621	0
163	1.18477	0	0.857135	0.454939	1
164	7.07157	0	6.80511	7.82589	1
165	7.55717	0	6.85922	7.16618	1
166	0.653044	0	0.798147	-0.133687	0
167	0.558191	0	0.445107	1.35016	0
168	0.597824	0	-0.179005	0.406675	1
169	2.95706	0	3.67126	2.59663	1
170	7.88017	0	7.36843	8.49509	0
171	7.12322	0	7.87705	6.85539	0
172	0.649937	0	-0.127209	0.839789	1
173	2.37037	0	1.729	2.84854	1
174	5.32421	0	5.92836	4.79981	0
175	9.85225	0	9.68514	9.0699	0
176	9.06747	0	9.85317	8.91691	0
177	3.07462	0	2.29042	3.23281	1
178	1.05832	0	1.84264	1.21592	0
179	3.34959	0	3.16548	4.12812	0
180	4.51591	0	3.96361	3.93714	1
181	4.16924	0	4.58231	3.48413	0
182	5.45135	0	5.80647	4.73449	0
183	1.32462	0	2.12301	1.37531	1
184	2.58384	0	3.28033	2.97742	1
185	8.06463	0	8.32429	8.82131	0
186	5.95754	0	5.21698	5.65492	0
187	4.66446	0	4.97544	3.92738	0
188	5.14898	0	5.6383	5.78188	0
189	0.625947	0	0.269719	1.34226	0
190	7.26585	0	6.48147	7.42315	1
191	1.43444	0	1.29872	2.22284	0
192	4.80778	0	5.57141	5.04626	1
193	4.39927	0	3.62401	4.59669	1
194	7.44378	0	7.13472	8.18167	0
195	1.83821	0	1.21289	2.33718	0
196	5.5334	0	6.1926	5.98668	1
197	9.22668	0	9.73235	8.60676	0
198	6.4282	0	6.61113	7.207	0
199	4.84264	0	4.09064	4.56969	0
200	8.62565	0	9.41331	8.48569	1
201	5.09923	0	4.40228	4.70648	1
202	6.88136	0	7.04694	6.09868	1
203	8.16049	0	8.6079	7.4973	0
204	5.25944	0	5.42061	4.47585	0
205	4.3464	0	3.9621	3.64475	1
206	5.85533	0	6.3151	6.51002	1
207	4.9224	0	4.52276	4.22938	0
208	1.79941	0	1.61036	1.02207	0
209	0.191559	0	0.447141	-0.566516	0
210	1.03998	0	0.398938	0.561384	1
211	5.8041	0	5.44684	5.08831	0
212	6.20097	0	6.11281	6.9961	0
213	0.437988	0	0.116975	1.17076	0
214	3.92532	0	3.39932	4.52809	0
215	8.30195	0	8.6327	9.03038	0
216	5.30004	0	6.04335	5.59584	1
217	7.36494	0	6.99501	8.07427	1
218	7.28465	0	7.53836	6.52594	0
219	7.62004	0	8.32222	7.23671	1
220	0.83896	0	1.63043	0.955479	1
221	8.01192	0	7.65697	8.72886	1
222	0.970432	0	1.77027	0.986758	1
223	4.39541	0	4.62083	5.163	0
224	4.2382	0	3.49159	3.95084	1
225	4.79238	0	4.1006	4.39059	0
226	6.31384	0	6.27353	7.11283	0
227	7.79031	0	7.83936	6.99181	0
228	5.38988	0	6.11839	5.05931	1
229	4.83598	0	4.25385	4.28722	0
230	4.85533	0	5.18973	4.12857	1
231	7.46686	0	6.70208	7.70161	1
232	9.50364	0	10.3026	9.5454	1
233	4.25412	0	3.46913	4.09987	1
234	4.54035	0	3.75161	4.67405	1
235	0.253545	0	-0.428372	0.671861	1
236	2.53953	0	2.91684	1.8341	0
237	2.80589	0	3.33167	3.40885	1
238	6.6807	0	6.07151	6.16216	0
239	2.93724	0	2.22033	2.58221	0
240	9.82198	0	10.5517	9.49411	1
241	0.536908	0	0.068721	-0.111784	0
242	0.627962	0	0.912967	1.37547	0
243	0.0109608	0	-0.782456	-0.0914564	1
244	8.45648	0	8.2173	9.21989	0
245	9.45704	0	10.236	9.27483	1
246	7.36332	0	8.16024	7.2931	1
247	4.47592	0	4.02049	3.8182	0
248	0.973847	0	1.38132	0.285393	1
249	6.51296	0	6.96969	7.16977	0
250	5.30583	0	6.06981	5.54317	1
251	8.45941	0	7.81479	8.93319	1
252	6.87813	0	7.32897	6.21726	1
253	5.51498	0	5.00928	4.89508	0
254	3.10674	0	3.565	3.76248	0
255	6.63937	0	5.89068	6.92126	1
256	8.28459	0	8.97888	8.68203	0
257	4.98367	0	4.51545	5.63234	0
258	0.580353	0	-0.1831	0.819392	1
259	2.23031	0	2.95916	1.9005	0
260	4.83756	0	5.51989	5.2552	1
261	3.82102	0	4.50314	4.239	1
262	0.84603	0	0.0599185	0.697609	0
263	6.51073	0	7.11921	5.99136	1
264	8.88549	0	8.85419	9.68488	0
265	6.52994	0	5.75379	6.33605	1
266	1.52973	0	1.74007	2.30159	0
267	4.9396	0	4.37147	4.37637	0
268	3.42061	0	2.62495	3.50379	1
269	4.39242	0	4.24751	5.17919	0
270	8.09066	0	8.29211	8.86488	0
271	8.32682	0	7.63101	8.72161	1
272	1.24748	0	1.56814	0.514558	0
273	0.957819	0	0.954329	1.75781	0
274	1.05612	0	1.32724	0.303464	0
275	7.64133	0	8.08675	8.30586	1
276	1.24954	0	1.93295	1.66542	0
277	4.76796	0	4.15557	4.2532	0
278	5.90624	0	5.15586	5.62888	0
279	1.31683	0	1.72072	2.0074	0
280	0.894224	0	0.882482	0.0943103	0
281	4.95807	0	5.52421	5.52331	1
282	8.44749	0	9.13879	8.85011	1
283	6.77119	0	7.14795	7.47691	1
284	8.85911	0	8.26411	8.32434	0
285	4.57662	0	5.20811	4.08548	1
286	4.76411	0	4.03973	5.10362	0
287	9.07361	0	8.65061	9.75263	1
288	5.00086	0	4.63068	4.29167	1
289	8.92096	0	9.69463	8.71738	1
290	5.72698	0	6.33687	5.20926	1
291	8.22601	0	7.50367	8.56985	1
292	5.63696	0	6.40979	5.84369	1
293	7.87398	0	8.53328	7.42086	1
294	6.67202	0	6.16981	7.29474	0
295	5.39855	0	5.66706	6.15215	0
296	9.77726	0	10.1792	9.08556	1
297	5.3765	0	4.82701	4.79508	1
298	2.90438	0	2.89797	3.70436	0
299	3.6724	0	3.56358	4.46496	0
300	4.83437	0	5.34783	5.44784	1
301	1.6888	0	2.22596	1.09596	1
302	7.38958	0	6.71516	6.95926	1
303	3.2695	0	3.36369	4.06393	0
304	5.22143	0	5.93641	5.58033	0
305	7.25549	0	7.40686	8.04104	0
306	4.66983	0	4.92513	3.91166	0
307	7.75775	0	7.14291	8.26959	0
308	0.646572	0	0.0364092	1.16397	0
309	8.2724	0	8.43563	7.48923	0
310	8.40051	0	8.90485	9.02151	0
311	0.978382	0	1.62499	1.44945	1
312	4.41256	0	3.72725	4.8253	1
313	5.81535	0	5.51679	5.07314	0
314	9.39819	0	8.59822	9.39107	1
315	5.72384	0	5.32415	6.41684	0
316	6.52735	0	6.43793	7.32234	0
317	6.33543	0	5.66124	6.76609	1
318	1.50897	0	2.28182	1.30232	1
319	5.05471	0	4.45033	5.57885	1
320	8.45492	0	7.70417	8.17857	1
321	3.63709	0	4.43681	3.65804	1
322	2.17732	0	2.96983	2.06808	0
323	2.48923	0	1.68963	2.4641	1
324	2.69168	0	2.64472	3.4903	0
325	8.6407	0	8.16769	7.99552	0
326	5.39443	0	5.59221	6.1696	0
327	9.61169	0	10.3888	9.80179	1
328	5.4106	0	5.85172	6.07799	0
329	3.85365	0	3.62007	4.61879	0
330	2.77481	0	2.7133	3.57244	0
331	5.73729	0	5.16505	5.17823	0
332	9.33196	0	8.55121	9.15754	1
333	6.25931	0	6.61639	5.54342	0
334	8.29723	0	8.62833	7.56896	0
335	1.45328	0	1.90086	0.790201	0
336	0.760843	0	0.106163	1.22062	0
337	6.19835	0	6.99715	6.24211	0
338	6.09975	0	5.86835	5.33395	1
339	4.88523	0	4.26595	4.37879	0
340	6.0984	0	6.71933	6.60282	0
341	7.2001	0	6.43165	6.97765	1
342	3.35627	0	3.8566	3.98051	0
343	8.59048	0	9.22779	9.07405	1
344	3.13128	0	3.73978	2.61192	0
345	7.38092	0	6.58465	7.45808	1
346	0.399434	0	-0.26956	-0.039254	1
347	1.54554	0	2.32056	1.34716	1
348	7.29798	0	6.57662	7.64388	1
349	4.98701	0	5.73721	4.70915	1
350	8.28589	0	8.76405	7.64451	0
351	7.67302	0	7.14854	7.06893	0
352	7.09087	0	6.42771	6.64341	1
353	1.6224	0	0.829845	1.73129	1
354	6.03044	0	5.85478	5.24996	1
355	2.36454	0	3.00964	1.89141	1
