-0.745562	0.650087	-0.146714	1
-0.744212	0.699586	-1.14549	2.35541
-0.451764	1.52909	-0.669666	2.99065
-1.04857	1.38195	0.119117	3.02347
-1.41751	0.593452	-0.372967	2.50063
-1.50001	0.92396	0.567223	3.42547
-1.95279	0.0812415	0.858449	4.55694
-1.93667	-0.88184	1.12718	5.79885
-1.49805	-1.11302	0.258748	3.54992
-2.07243	-0.308338	0.408974	4.5573
-1.39753	-0.665743	1.05455	3.50839
-2.24623	-0.392378	1.50731	7.47148
-2.45108	-0.46269	2.48357	12.39
-1.97245	-1.12059	3.06502	14.5406
-1.98971	-2.08489	2.80078	16.1501
-2.66154	-2.36178	3.48778	24.8264
-2.65705	-2.52302	2.50088	19.6799
-3.35671	-2.14431	3.10673	25.5173
-3.21186	-2.88836	2.4545	24.6833
-3.18789	-3.46998	1.64139	24.8976
-3.00677	-3.90319	2.5243	30.6476
-2.99478	-3.81987	3.52075	35.9558
-2.90738	-3.7115	2.53049	28.6315
-2.9177	-3.71415	1.53054	24.6504
-3.09269	-3.80714	2.51071	30.3628
-3.42134	-4.30192	1.70623	33.1232
-3.63442	-4.11121	2.66447	37.2105
-4.06873	-4.13525	3.56491	46.3635
-4.98767	-4.22677	3.94855	58.3335
-4.38695	-4.21833	3.14913	46.9567
-5.05414	-4.64717	3.7582	61.2645
-4.74325	-4.68089	2.80835	52.296
-3.8126	-4.34839	2.9611	42.2125
-3.18391	-4.09667	3.69689	40.587
-2.81521	-4.3113	4.60132	47.6849
-1.83052	-4.41302	4.45975	42.7149
-0.966552	-3.99641	4.74257	39.3975
-1.03662	-3.43278	5.56563	43.8348
-0.990556	-3.21727	4.59021	32.4021
-1.2038	-3.86656	3.86018	31.3004
-2.02142	-3.78847	4.43063	38.0691
-1.43106	-2.9817	4.40621	30.3531
-1.32214	-3.88597	4.81904	40.072
-1.03674	-3.22235	4.12755	28.4951
-0.584	-3.42243	3.25864	22.6729
-1.06301	-3.03522	4.04644	26.7162
-1.23611	-2.45124	4.83953	30.9576
-0.45174	-1.89725	5.11857	30.0034
-1.09306	-1.9159	4.35152	23.8012
-0.98293	-1.94294	5.34507	33.3109
-1.1658	-2.84974	5.7249	42.2546
-1.15944	-3.82876	5.52123	46.4877
-1.61365	-3.34538	6.26959	53.1032
-0.826719	-3.20719	6.87097	58.1797
-0.667806	-2.81825	5.96351	43.952
-0.957965	-3.74648	6.19632	53.3482
-0.821111	-3.69941	7.1858	65.9955
-1.40714	-3.43332	7.95115	76.9884
-0.414907	-3.39554	7.83262	73.0518
-1.17551	-3.07335	7.269	63.6656
-0.873667	-3.85344	7.81704	76.7185
-0.894452	-4.25495	8.73266	95.164
-0.0613588	-4.04266	9.24344	101.788
-1.04377	-4.20591	9.33402	105.903
-1.36994	-3.73578	8.51391	88.3195
-1.62186	-4.32659	9.28038	107.475
-1.3061	-3.40786	9.04327	95.1002
-0.916459	-3.86731	8.2451	83.7776
-0.89585	-4.54142	8.98344	102.129
-0.175831	-4.55748	8.28967	89.5203
-0.9124	-3.88713	8.37966	86.161
-0.882223	-3.3751	9.23809	97.512
-0.870187	-3.36511	10.238	116.897
-1.17107	-2.53228	10.7026	122.329
-0.753251	-1.68633	11.0339	125.159
-0.964602	-2.3647	10.3303	113.237
-0.867716	-3.31783	10.0437	112.636
-0.715453	-3.58302	9.09156	96.0063
-0.695911	-2.70911	8.60586	81.8844
-0.90638	-2.77793	7.63069	66.7658
-0.746119	-3.30091	8.46783	83.1568
-0.481158	-3.03297	7.54155	66.3053
-0.155122	-2.5551	6.72586	51.7898
-0.0253856	-2.56301	7.71737	66.1276
-0.85133	-2.47027	8.27345	75.2769
0.0643741	-2.19953	8.57041	78.294
0.666365	-2.64084	7.90494	69.9061
0.519365	-3.57179	7.57067	70.3424
1.25209	-3.33789	8.20974	80.109
0.530274	-3.98283	7.95868	79.4847
1.47211	-3.70996	8.15486	82.4326
1.44025	-3.95082	9.1249	100.947
1.47684	-3.84095	8.13162	83.0573
1.90777	-3.20814	8.77494	90.9313
2.26234	-3.82267	8.07022	84.8595
1.98687	-4.78393	8.08	92.12
2.429	-4.29585	8.83253	102.368
1.81422	-3.80556	8.21474	85.2556
2.66156	-3.275	8.1917	84.9134
1.67716	-3.12076	8.10706	78.2765
2.60041	-3.24197	7.74247	77.2183
3.55194	-3.35767	8.02741	88.3296
3.7774	-3.15918	8.98123	104.912
3.5692	-4.12628	9.1274	113.075
3.00646	-4.53123	9.84806	126.555
3.55097	-4.77974	9.04696	117.303
4.24135	-4.35581	8.46074	108.546
5.03247	-3.87183	8.83477	118.37
