-4	-8	6	116
-4	-9	6	133
-3	-9	6	126
-3	-9	5	115
-4	-9	5	122
-4	-10	5	141
-4	-11	5	162
-4	-11	6	173
-4	-10	6	152
-5	-10	6	161
-4	-10	6	152
-5	-10	6	161
-5	-10	7	174
-5	-9	7	155
-5	-9	6	142
-5	-10	6	161
-5	-9	6	142
-5	-8	6	125
-4	-8	6	116
-4	-8	5	105
-4	-7	5	90
-4	-6	5	77
-5	-6	5	86
-4	-6	5	77
-3	-6	5	70
-3	-6	6	81
-4	-6	6	88
-5	-6	6	97
-5	-6	7	110
-6	-6	7	121
-6	-6	8	136
-6	-7	8	149
-6	-6	8	136
-6	-6	9	153
-6	-6	10	172
-6	-6	9	153
-6	-6	8	136
-6	-5	8	125
-6	-6	8	136
-6	-6	9	153
-5	-6	9	142
-5	-5	9	131
-6	-5	9	142
-7	-5	9	155
-6	-5	9	142
-6	-5	10	161
-6	-6	10	172
-6	-6	9	153
-7	-6	9	166
-8	-6	9	181
-9	-6	9	198
-9	-6	10	217
-9	-7	10	230
-8	-7	10	213
-8	-7	9	194
-7	-7	9	179
-6	-7	9	166
-5	-7	9	155
-5	-6	9	142
-5	-7	9	155
-5	-8	9	170
-5	-9	9	187
-6	-9	9	198
-6	-9	10	217
-5	-9	10	206
-5	-9	9	187
-5	-9	8	170
-5	-10	8	189
-5	-11	8	210
-5	-12	8	233
-5	-12	7	218
-5	-11	7	195
-5	-10	7	174
-5	-9	7	155
-5	-9	8	170
-4	-9	8	161
-4	-8	8	144
-3	-8	8	137
-2	-8	8	132
-1	-8	8	129
-1	-8	7	114
-2	-8	7	117
-2	-9	7	134
-2	-9	8	149
-3	-9	8	154
-3	-8	8	137
-3	-7	8	122
-4	-7	8	129
-5	-7	8	138
-5	-7	7	123
-4	-7	7	114
-4	-7	8	129
-4	-8	8	144
-4	-8	7	129
-4	-7	7	114
-4	-8	7	129
-4	-8	6	116
-5	-8	6	125
-5	-8	5	114
-5	-8	4	105
-5	-7	4	90
-5	-8	4	105
-5	-8	5	114
-5	-9	5	131
-5	-8	5	114
-5	-7	5	99
-5	-7	6	110
-5	-6	6	97
-4	-6	6	88
-3	-6	6	81
-3	-5	6	70
-3	-4	6	61
-2	-4	6	56
-2	-4	7	69
-2	-5	7	78
-2	-5	6	65
-3	-5	6	70
-3	-5	5	59
-3	-5	6	70
-3	-5	7	83
-4	-5	7	90
-3	-5	7	83
-3	-5	8	98
-3	-5	7	83
-2	-5	7	78
-2	-6	7	89
-2	-5	7	78
-2	-6	7	89
-2	-6	6	76
-2	-5	6	65
-2	-5	5	54
-3	-5	5	59
-4	-5	5	66
-4	-5	4	57
-4	-6	4	68
-4	-6	3	61
-5	-6	3	70
-6	-6	3	81
-7	-6	3	94
-7	-7	3	107
-7	-7	4	114
-6	-7	4	101
-6	-7	5	110
-6	-7	4	101
-6	-6	4	88
-6	-7	4	101
-6	-7	5	110
-6	-6	5	97
-7	-6	5	110
-8	-6	5	125
-8	-6	4	116
-8	-5	4	105
-8	-5	5	114
-8	-5	6	125
-8	-5	5	114
-8	-5	6	125
-8	-5	7	138
-8	-4	7	129
-8	-4	6	116
-9	-4	6	133
-8	-4	6	116
-8	-5	6	125
-9	-5	6	142
-9	-4	6	133
-9	-4	5	122
-9	-3	5	115
-9	-2	5	110
-8	-2	5	93
-8	-1	5	90
-9	-1	5	107
-10	-1	5	126
-10	-2	5	129
-10	-1	5	126
-10	-1	4	117
-10	0	4	116
-10	0	5	125
-9	0	5	106
-9	0	4	97
-9	0	5	106
-8	0	5	89
-8	1	5	90
-8	1	6	101
-8	0	6	100
-8	0	7	113
-8	0	6	100
-8	0	7	113
-8	-1	7	114
-7	-1	7	99
-7	-1	8	114
-8	-1	8	129
-8	-1	9	146
-8	0	9	145
-8	1	9	146
-8	0	9	145
-8	0	10	164
-8	0	9	145
-8	0	8	128
-9	0	8	145
-9	0	7	130
-9	1	7	131
-9	1	8	146
-9	1	9	163
-8	1	9	146
-8	1	8	129
-8	2	8	132
-8	2	7	117
-9	2	7	134
-9	2	8	149
-9	3	8	154
-9	2	8	149
-9	1	8	146
-9	1	7	131
-10	1	7	150
-10	1	8	165
-10	1	7	150
-10	1	8	165
-11	1	8	186
-11	1	7	171
-11	1	8	186
-10	1	8	165
-10	0	8	164
-9	0	8	145
-10	0	8	164
-9	0	8	145
-8	0	8	128
-9	0	8	145
-9	0	7	130
-9	1	7	131
-8	1	7	114
-7	1	7	99
-8	1	7	114
-7	1	7	99
-6	1	7	86
-6	2	7	89
-6	3	7	94
-6	4	7	101
-5	4	7	90
-5	4	8	105
-5	4	9	122
-5	5	9	131
-5	5	8	114
-5	5	7	99
-4	5	7	90
-4	4	7	81
-4	4	8	96
-4	5	8	105
-5	5	8	114
-5	5	7	99
-5	4	7	90
-5	5	7	99
-6	5	7	110
-6	5	8	125
-6	5	9	142
-5	5	9	131
-5	5	8	114
-5	5	7	99
-5	4	7	90
-5	4	6	77
-5	5	6	86
-5	6	6	97
-5	6	5	86
-5	6	4	77
-4	6	4	68
-4	6	5	77
-3	6	5	70
-3	7	5	83
-3	6	5	70
-2	6	5	65
-2	7	5	78
-2	6	5	65
-1	6	5	62
-1	5	5	51
-1	5	6	62
-2	5	6	65
-1	5	6	62
-1	5	7	75
-1	6	7	86
-1	6	8	101
-1	7	8	114
-1	6	8	101
-2	6	8	104
-2	5	8	93
-2	4	8	84
-1	4	8	81
0	4	8	80
0	4	7	65
0	3	7	58
-1	3	7	59
-1	2	7	54
0	2	7	53
-1	2	7	54
-1	1	7	51
0	1	7	50
0	1	6	37
0	1	5	26
0	2	5	29
0	2	6	40
0	2	5	29
1	2	5	30
1	2	4	21
0	2	4	20
0	2	5	29
1	2	5	30
1	2	6	41
1	3	6	46
1	3	7	59
1	3	6	46
1	3	7	59
0	3	7	58
0	4	7	65
-1	4	7	66
0	4	7	65
-1	4	7	66
-2	4	7	69
-2	4	8	84
-2	3	8	77
-2	3	7	62
-2	2	7	57
-2	1	7	54
-2	1	8	69
-2	0	8	68
-2	1	8	69
-1	1	8	66
-2	1	8	69
-2	1	9	86
-1	1	9	83
-1	2	9	86
-1	2	8	69
-2	2	8	72
-2	2	7	57
-3	2	7	62
-4	2	7	69
-4	2	6	56
-4	3	6	61
-3	3	6	54
-4	3	6	61
-4	2	6	56
-3	2	6	49
-4	2	6	56
-5	2	6	65
-5	2	5	54
-5	2	6	65
-5	2	7	78
-5	2	6	65
-4	2	6	56
-4	1	6	53
-4	1	7	66
-4	1	8	81
-3	1	8	74
-3	0	8	73
-3	1	8	74
-3	2	8	77
-3	2	7	62
-3	2	6	49
-4	2	6	56
-4	3	6	61
-5	3	6	70
-5	4	6	77
-5	4	5	66
-5	4	4	57
-4	4	4	48
-3	4	4	41
-3	4	3	34
-2	4	3	29
-2	4	2	24
-2	4	3	29
-2	3	3	22
-2	3	4	29
-1	3	4	26
-1	3	3	19
-1	3	2	14
-1	4	2	21
-1	5	2	30
-1	5	3	35
-1	5	2	30
-1	5	3	35
-1	5	2	30
-2	5	2	33
-1	5	2	30
-1	5	1	27
-1	5	2	30
0	5	2	29
-1	5	2	30
-1	4	2	21
-1	4	1	18
-1	4	0	17
-1	5	0	26
-1	6	0	37
-1	7	0	50
-1	6	0	37
-1	6	1	38
0	6	1	37
0	7	1	50
-1	7	1	51
-1	7	0	50
-1	7	-1	51
-2	7	-1	54
-1	7	-1	51
-1	7	0	50
0	7	0	49
0	7	-1	50
0	6	-1	37
0	6	-2	40
0	6	-1	37
0	7	-1	50
0	7	0	49
0	6	0	36
0	6	-1	37
0	6	-2	40
0	6	-1	37
1	6	-1	38
0	6	-1	37
0	6	0	36
1	6	0	37
1	6	1	38
1	6	0	37
2	6	0	40
2	6	1	41
2	6	2	44
1	6	2	41
2	6	2	44
1	6	2	41
0	6	2	40
0	5	2	29
0	4	2	20
0	4	3	25
0	5	3	34
1	5	3	35
1	5	2	30
1	6	2	41
1	5	2	30
0	5	2	29
0	5	1	26
0	5	2	29
0	5	3	34
0	5	4	41
0	6	4	52
0	7	4	65
0	7	5	74
0	8	5	89
0	7	5	74
0	7	4	65
0	6	4	52
0	6	3	45
1	6	3	46
1	6	4	53
1	5	4	42
0	5	4	41
0	6	4	52
0	6	5	61
0	7	5	74
0	7	4	65
0	8	4	80
0	7	4	65
0	6	4	52
0	5	4	41
1	5	4	42
2	5	4	45
2	5	3	38
1	5	3	35
1	5	4	42
0	5	4	41
0	4	4	32
1	4	4	33
1	4	3	26
1	5	3	35
2	5	3	38
2	6	3	49
1	6	3	46
1	6	4	53
1	7	4	66
1	8	4	81
0	8	4	80
-1	8	4	81
0	8	4	80
-1	8	4	81
-1	8	3	74
-1	8	2	69
-1	9	2	86
-1	10	2	105
-2	10	2	108
-1	10	2	105
-1	9	2	86
-2	9	2	89
-2	9	3	94
-1	9	3	91
0	9	3	90
-1	9	3	91
-1	8	3	74
0	8	3	73
-1	8	3	74
-1	7	3	59
-1	7	2	54
-1	7	1	51
-1	7	2	54
-1	7	3	59
-1	6	3	46
-1	5	3	35
0	5	3	34
0	5	2	29
0	6	2	40
0	5	2	29
0	5	1	26
-1	5	1	27
-1	5	2	30
-2	5	2	33
-2	5	1	30
-2	6	1	41
-2	5	1	30
-2	5	2	33
-2	5	1	30
-3	5	1	35
-3	6	1	46
-4	6	1	53
-4	5	1	42
-4	5	2	45
-4	5	1	42
-4	5	2	45
-4	5	1	42
-3	5	1	35
-4	5	1	42
-4	5	2	45
-5	5	2	54
-5	6	2	65
-4	6	2	56
-4	7	2	69
-3	7	2	62
-3	8	2	77
-3	8	3	82
-2	8	3	77
-2	8	2	72
-2	8	3	77
-1	8	3	74
-1	8	4	81
-1	8	5	90
-1	8	6	101
-2	8	6	104
-1	8	6	101
-1	7	6	86
-1	8	6	101
0	8	6	100
0	7	6	85
0	6	6	72
0	6	7	85
0	5	7	74
0	6	7	85
0	6	6	72
0	6	7	85
0	6	8	100
0	5	8	89
1	5	8	90
1	6	8	101
2	6	8	104
1	6	8	101
1	6	7	86
1	6	8	101
1	6	9	118
1	6	10	137
1	6	11	158
0	6	11	157
0	5	11	146
0	4	11	137
1	4	11	138
1	4	12	161
1	4	11	138
1	4	10	117
1	3	10	110
2	3	10	113
2	3	11	134
2	3	10	113
1	3	10	110
1	3	9	91
0	3	9	90
0	3	10	109
1	3	10	110
0	3	10	109
0	3	9	90
0	3	8	73
-1	3	8	74
-1	2	8	69
-1	3	8	74
-1	2	8	69
-1	1	8	66
-1	2	8	69
-2	2	8	72
-2	2	9	89
-2	2	10	108
-2	2	9	89
-2	2	8	72
-3	2	8	77
-3	1	8	74
-4	1	8	81
-5	1	8	90
-5	1	9	107
-5	0	9	106
-4	0	9	97
-4	0	10	116
-4	1	10	117
-4	1	9	98
-3	1	9	91
-3	2	9	94
-3	1	9	91
-3	1	8	74
-2	1	8	69
-2	0	8	68
-3	0	8	73
-3	-1	8	74
-3	0	8	73
-4	0	8	80
-4	0	9	97
-4	1	9	98
-4	1	10	117
-4	1	11	138
-4	1	12	161
-3	1	12	154
-2	1	12	149
-2	2	12	152
-2	3	12	157
-1	3	12	154
-1	3	11	131
-1	2	11	126
-1	1	11	123
-1	1	10	102
-1	1	9	83
-1	0	9	82
-1	1	9	83
-1	2	9	86
-1	2	8	69
-1	3	8	74
-1	3	9	91
-1	3	8	74
-1	3	7	59
-1	4	7	66
-1	4	8	81
-1	5	8	90
-2	5	8	93
-2	4	8	84
-3	4	8	89
-3	3	8	82
-3	3	9	99
-4	3	9	106
-3	3	9	99
-3	2	9	94
-4	2	9	101
-4	2	10	120
-4	2	11	141
-4	1	11	138
-4	1	10	117
-4	2	10	120
-3	2	10	113
-3	3	10	118
-4	3	10	125
-4	3	9	106
-4	2	9	101
-4	2	8	84
-3	2	8	77
-3	2	7	62
-3	1	7	59
-3	2	7	62
-2	2	7	57
-2	2	6	44
-3	2	6	49
-2	2	6	44
-2	2	7	57
-1	2	7	54
-2	2	7	57
-1	2	7	54
-1	1	7	51
-1	0	7	50
0	0	7	49
0	-1	7	50
0	-1	6	37
0	-1	7	50
0	0	7	49
1	0	7	50
1	0	6	37
0	0	6	36
0	0	7	49
0	-1	7	50
-1	-1	7	51
-2	-1	7	54
-1	-1	7	51
-1	-1	6	38
0	-1	6	37
0	-1	5	26
0	-1	6	37
1	-1	6	38
1	-1	5	27
0	-1	5	26
0	-1	6	37
0	-1	5	26
-1	-1	5	27
0	-1	5	26
0	0	5	25
1	0	5	26
1	1	5	27
1	0	5	26
1	0	4	17
2	0	4	20
2	0	3	13
2	1	3	14
1	1	3	11
1	2	3	14
2	2	3	17
2	2	2	12
2	2	1	9
2	3	1	14
2	3	2	17
2	3	3	22
2	3	2	17
2	3	3	22
2	2	3	17
1	2	3	14
1	3	3	19
1	3	4	26
1	3	5	35
1	2	5	30
1	3	5	35
1	2	5	30
0	2	5	29
0	2	6	40
0	1	6	37
1	1	6	38
1	0	6	37
1	0	7	50
2	0	7	53
2	1	7	54
3	1	7	59
4	1	7	66
3	1	7	59
3	1	6	46
4	1	6	53
4	1	5	42
3	1	5	35
4	1	5	42
4	2	5	45
4	3	5	50
5	3	5	59
5	2	5	54
5	2	6	65
5	1	6	62
4	1	6	53
4	1	7	66
4	0	7	65
4	0	6	52
4	-1	6	53
5	-1	6	62
5	-2	6	65
6	-2	6	76
6	-1	6	73
6	-1	5	62
6	0	5	61
6	0	4	52
7	0	4	65
7	-1	4	66
7	-2	4	69
8	-2	4	84
8	-1	4	81
9	-1	4	98
9	-2	4	101
9	-2	3	94
10	-2	3	113
10	-2	2	108
10	-2	3	113
10	-2	2	108
10	-2	3	113
10	-3	3	118
10	-3	4	125
10	-4	4	132
11	-4	4	153
11	-4	5	162
12	-4	5	185
13	-4	5	210
13	-4	4	201
13	-4	3	194
13	-4	2	189
12	-4	2	164
